id_processo,tipo_processo,area_juridica,data_distribuicao,data_sentenca,data_transito_julgado,status,valor_causa,resultado_final,custos_legais,honorarios_advogado,responsavel_interno,escritorio_externo,tribunal,comarca,instancia,risco_inicial
P_8385,Regulatório,Setorial,2022-07-14,2023-05-23,2023-08-17,Finalizado,5086952.71,Ganho,49926.92,174752.55,Fernanda Lima,Advogados Associados LTDA,TRF3,São Paulo,Primeira Instância,Médio
P_8386,Trabalhista,Previdenciário,2023-11-28,2025-03-15,2025-07-31,Finalizado,8997624.55,Ganho,446201.75,853879.38,Ana Silva,Jurídico Soluções,TRF1,Brasília,Segunda Instância,Alto
P_8387,Tributário,Fiscal,2022-07-03,,,Ativo,3830158.66,Em Andamento,146433.89,18417.1,Fernanda Lima,Martins & Oliveira Advogados,TJSP,Campinas,Segunda Instância,Baixo
P_8388,Cível,Recuperação de Crédito,2022-03-26,2022-12-25,2023-05-20,Finalizado,8451410.56,Ganho,304141.32,223172.02,Bruno Costa,Santos & Almeida Consultoria,TJRJ,Brasília,Administrativo,Muito Alto
P_8389,Propriedade Intelectual,Direitos Autorais,2023-01-08,,,Ativo,891660.94,Em Andamento,10244.92,43294.7,Carla Souza,Santos & Almeida Consultoria,STJ,Fortaleza,Segunda Instância,Alto
P_8390,Ambiental,Licenciamento,2020-09-11,2021-05-10,2021-08-13,Finalizado,5550099.64,Acordo,67944.03,376900.47,Carla Souza,Advogados Associados LTDA,TJMG,Porto Alegre,Segunda Instância,Muito Alto
P_8391,Regulatório,Setorial,2022-11-11,,,Ativo,2121494.65,Em Andamento,93117.59,77291.81,Daniel Oliveira,Martins & Oliveira Advogados,TRT1,Salvador,Primeira Instância,Muito Alto
P_8392,Societário,Governança,2023-06-13,2023-12-15,2024-01-25,Finalizado,3838149.72,Ganho,189013.49,246849.17,Gustavo Pires,Jurídico Soluções,TJSP,Brasília,Administrativo,Muito Alto
P_8393,Propriedade Intelectual,Marcas,2020-12-07,,,Ativo,953413.25,Em Andamento,26672.01,59396.66,Fernanda Lima,Jurídico Soluções,STJ,Recife,Tribunais Superiores,Baixo
P_8394,Trabalhista,RH,2022-05-09,,,Ativo,5673416.04,Em Andamento,219908.36,550140.35,Bruno Costa,Jurídico Soluções,TRT3,Belo Horizonte,Administrativo,Muito Alto
P_8395,Ambiental,Licenciamento,2022-07-13,2022-08-13,2022-12-10,Finalizado,5115829.89,Acordo,141215.75,337091.28,Bruno Costa,Advogados Associados LTDA,TJRJ,Recife,Primeira Instância,Muito Alto
P_8396,Tributário,Fiscal,2021-10-29,,,Ativo,6698892.72,Em Andamento,183995.08,464088.68,Fernanda Lima,Santos & Almeida Consultoria,TRF1,Brasília,Primeira Instância,Baixo
P_8397,Societário,Governança,2022-02-15,,,Ativo,9526956.32,Em Andamento,146875.95,604617.27,Gustavo Pires,Santos & Almeida Consultoria,TRT3,São Paulo,Administrativo,Alto
P_8398,Trabalhista,Previdenciário,2021-07-07,,,Ativo,661454.72,Em Andamento,22050.3,25738.13,Gustavo Pires,Santos & Almeida Consultoria,CARF,Recife,Administrativo,Muito Alto
P_8399,Societário,Fusões e Aquisições,2020-05-24,,,Ativo,8593087.07,Em Andamento,68736.36,228881.9,Carla Souza,Advogados Associados LTDA,TRT2,Rio de Janeiro,Administrativo,Baixo
P_8400,Cível,Contratos,2021-06-07,2021-08-16,2021-09-28,Finalizado,6676852.22,Acordo,263997.91,382195.1,Fernanda Lima,Global Law,TRF3,Curitiba,Administrativo,Alto
P_8401,Propriedade Intelectual,Patentes,2023-12-20,,,Ativo,2838845.07,Em Andamento,78200.2,268225.78,Carla Souza,Martins & Oliveira Advogados,TJRJ,Brasília,Administrativo,Médio
P_8402,Propriedade Intelectual,Marcas,2023-03-02,2023-12-17,2024-02-07,Finalizado,7708796.86,Perdido,220024.95,253988.31,Fernanda Lima,Advogados Associados LTDA,TRT1,Rio de Janeiro,Administrativo,Baixo
P_8403,Regulatório,Setorial,2020-08-28,2021-05-28,2021-11-19,Finalizado,935644.44,Ganho,45329.69,22647.19,Carla Souza,Advogados Associados LTDA,TJSP,São Paulo,Segunda Instância,Baixo
P_8404,Ambiental,Sanções,2022-02-05,2023-03-20,2023-08-27,Finalizado,5755604.62,Acordo,114200.23,82723.37,Gustavo Pires,Martins & Oliveira Advogados,STJ,Rio de Janeiro,Segunda Instância,Baixo
P_8405,Trabalhista,Acidentes de Trabalho,2022-01-03,2023-04-05,2023-05-31,Finalizado,4780220.74,Acordo,221793.79,256494.42,Bruno Costa,Advogados Associados LTDA,TRT1,São Paulo,Administrativo,Baixo
P_8406,Regulatório,Setorial,2021-05-09,2022-08-19,2022-11-25,Finalizado,8650235.87,Perdido,252856.7,89154.65,Gustavo Pires,Jurídico Soluções,CARF,Fortaleza,Administrativo,Alto
P_8407,Societário,Fusões e Aquisições,2023-10-22,2024-05-30,2024-07-24,Finalizado,9075447.25,Perdido,139452.08,461419.96,Carla Souza,Jurídico Soluções,CARF,Curitiba,Administrativo,Médio
P_8408,Tributário,Planejamento Tributário,2021-06-04,2021-07-16,2021-11-08,Finalizado,5241291.94,Ganho,138474.18,431416.17,Carla Souza,Martins & Oliveira Advogados,TJMG,Rio de Janeiro,Administrativo,Médio
P_8409,Cível,Imobiliário,2022-03-21,2022-08-03,2022-09-09,Finalizado,6738653.7,Acordo,273194.68,471835.86,Daniel Oliveira,Global Law,STF,Campinas,Segunda Instância,Baixo
P_8410,Societário,Governança,2023-04-15,2024-06-01,2024-11-09,Finalizado,2410089.23,Acordo,78459.6,237406.48,Bruno Costa,Lex Consultoria,TRT3,Porto Alegre,Administrativo,Médio
P_8411,Ambiental,Licenciamento,2021-01-15,2021-11-14,2022-04-02,Finalizado,6472024.75,Perdido,183163.02,307281.74,Fernanda Lima,Advogados Associados LTDA,TRT1,Porto Alegre,Administrativo,Baixo
P_8412,Cível,Contratos,2021-03-28,2022-08-01,2022-12-10,Finalizado,77159.05,Perdido,731.99,6515.36,Gustavo Pires,Global Law,TJMG,Campinas,Tribunais Superiores,Médio
P_8413,Trabalhista,RH,2020-04-11,,,Ativo,2179200.21,Em Andamento,99809.46,114865.83,Bruno Costa,Lex Consultoria,TJMG,Brasília,Primeira Instância,Muito Alto
P_8414,Trabalhista,Acidentes de Trabalho,2023-05-31,2023-12-30,2024-01-23,Finalizado,7836283.92,Acordo,206614.67,602493.88,Gustavo Pires,Martins & Oliveira Advogados,ANVISA,Guarulhos,Segunda Instância,Muito Alto
P_8415,Tributário,Fiscal,2021-06-02,,,Ativo,2877354.12,Em Andamento,16080.91,203968.67,Daniel Oliveira,Martins & Oliveira Advogados,CADE,São Paulo,Segunda Instância,Médio
P_8416,Tributário,Planejamento Tributário,2021-05-25,2022-01-26,2022-07-17,Finalizado,2398809.53,Acordo,23210.49,53446.81,Daniel Oliveira,Advogados Associados LTDA,ANVISA,Salvador,Tribunais Superiores,Baixo
P_8417,Cível,Recuperação de Crédito,2021-04-13,2022-04-30,2022-07-16,Finalizado,143345.34,Ganho,1185.71,7780.68,Carla Souza,Global Law,CADE,Curitiba,Tribunais Superiores,Baixo
P_8418,Cível,Imobiliário,2020-05-20,,,Ativo,1805061.36,Em Andamento,50249.56,14170.36,Daniel Oliveira,Global Law,TRT1,Curitiba,Tribunais Superiores,Baixo
P_8419,Societário,Fusões e Aquisições,2023-05-02,,,Ativo,2586945.36,Em Andamento,53675.58,2054.57,Ana Silva,Jurídico Soluções,TRT3,Belo Horizonte,Tribunais Superiores,Muito Alto
P_8420,Ambiental,Licenciamento,2024-01-24,2025-05-09,2025-06-24,Finalizado,618514.81,Ganho,6831.55,7488.24,Daniel Oliveira,Jurídico Soluções,TRF2,Guarulhos,Segunda Instância,Alto
P_8421,Regulatório,Setorial,2020-05-19,2021-04-16,2021-08-07,Finalizado,577397.33,Perdido,22158.99,11256.37,Ana Silva,Global Law,ANVISA,Belo Horizonte,Tribunais Superiores,Muito Alto
P_8422,Societário,Governança,2020-11-18,,,Ativo,1585271.08,Em Andamento,29880.7,99268.3,Daniel Oliveira,Advogados Associados LTDA,ANVISA,Belo Horizonte,Segunda Instância,Muito Alto
P_8423,Regulatório,Compliance,2023-04-13,,,Ativo,6274413.55,Em Andamento,213592.22,398445.84,Ana Silva,Advogados Associados LTDA,TJRJ,Recife,Primeira Instância,Baixo
P_8424,Regulatório,Setorial,2023-09-25,,,Ativo,6933895.68,Em Andamento,248602.84,37298.31,Gustavo Pires,Jurídico Soluções,TRF3,Guarulhos,Primeira Instância,Médio
P_8425,Trabalhista,Acidentes de Trabalho,2022-08-29,,,Ativo,741689.99,Em Andamento,17764.05,3773.39,Bruno Costa,Lex Consultoria,ANVISA,Campinas,Primeira Instância,Baixo
P_8426,Ambiental,Sanções,2022-12-20,2024-03-15,2024-08-11,Finalizado,5194293.19,Perdido,162811.82,2480.02,Carla Souza,Advogados Associados LTDA,STJ,Rio de Janeiro,Segunda Instância,Muito Alto
P_8427,Ambiental,Sanções,2023-06-14,2024-08-04,2024-12-13,Finalizado,2641894.42,Perdido,105983.21,260024.38,Gustavo Pires,Martins & Oliveira Advogados,CARF,Campinas,Segunda Instância,Baixo
P_8428,Cível,Imobiliário,2023-11-19,2023-12-30,2024-04-09,Finalizado,2218043.92,Ganho,93605.01,131358.83,Fernanda Lima,Global Law,CADE,Brasília,Administrativo,Baixo
P_8429,Propriedade Intelectual,Direitos Autorais,2022-05-22,2022-11-09,2023-01-03,Finalizado,8915058.87,Perdido,109765.65,475690.94,Carla Souza,Jurídico Soluções,TRF2,Belo Horizonte,Tribunais Superiores,Alto
P_8430,Trabalhista,Previdenciário,2021-01-15,2021-08-31,2021-12-20,Finalizado,5861685.11,Ganho,567.8,450263.77,Gustavo Pires,Martins & Oliveira Advogados,TRF1,Campinas,Administrativo,Muito Alto
P_8431,Ambiental,Sanções,2023-11-11,2024-01-14,2024-04-06,Finalizado,4022138.65,Perdido,19824.35,295362.77,Fernanda Lima,Advogados Associados LTDA,STJ,Curitiba,Segunda Instância,Muito Alto
P_8432,Tributário,Planejamento Tributário,2020-01-24,2020-04-30,2020-09-05,Finalizado,3814583.05,Ganho,38091.5,32153.57,Fernanda Lima,Lex Consultoria,TJRJ,Osasco,Administrativo,Médio
P_8433,Propriedade Intelectual,Direitos Autorais,2023-02-02,2024-03-29,2024-04-27,Finalizado,1605631.65,Acordo,26485.13,59541.43,Ana Silva,Santos & Almeida Consultoria,TJRJ,Osasco,Segunda Instância,Médio
P_8434,Societário,Fusões e Aquisições,2023-09-14,2023-10-15,2023-11-28,Finalizado,6752172.93,Acordo,215626.02,614687.61,Ana Silva,Jurídico Soluções,TRT2,Osasco,Segunda Instância,Muito Alto
P_8435,Propriedade Intelectual,Marcas,2020-10-17,2021-07-20,2021-11-17,Finalizado,1631675.95,Ganho,59191.58,142131.4,Carla Souza,Martins & Oliveira Advogados,TRF3,Osasco,Administrativo,Baixo
P_8436,Cível,Imobiliário,2020-07-15,,,Ativo,9664904.33,Em Andamento,71098.98,173571.04,Carla Souza,Advogados Associados LTDA,TJSP,Fortaleza,Administrativo,Muito Alto
P_8437,Cível,Consumidor,2020-08-30,2021-05-21,2021-07-23,Finalizado,5083112.34,Ganho,190992.92,299975.21,Carla Souza,Advogados Associados LTDA,CADE,Salvador,Administrativo,Médio
P_8438,Societário,Fusões e Aquisições,2023-10-04,2023-12-11,2024-05-31,Finalizado,1857154.53,Perdido,13164.66,173431.3,Bruno Costa,Jurídico Soluções,TRT1,Guarulhos,Segunda Instância,Médio
P_8439,Cível,Imobiliário,2021-05-11,2021-11-24,2022-04-25,Finalizado,8452867.42,Ganho,280714.79,138127.45,Daniel Oliveira,Santos & Almeida Consultoria,TRT2,Brasília,Segunda Instância,Alto
P_8440,Trabalhista,Previdenciário,2022-10-20,2024-03-03,2024-05-15,Finalizado,1971830.09,Acordo,3848.69,39067.48,Fernanda Lima,Lex Consultoria,TJMG,Porto Alegre,Primeira Instância,Baixo
P_8441,Societário,Fusões e Aquisições,2020-06-25,,,Ativo,8981352.62,Em Andamento,103831.4,511811.62,Fernanda Lima,Advogados Associados LTDA,TRF2,Curitiba,Segunda Instância,Alto
P_8442,Societário,Governança,2023-06-05,,,Ativo,7658464.89,Em Andamento,128066.55,344198.3,Ana Silva,Santos & Almeida Consultoria,TRF3,São Paulo,Tribunais Superiores,Médio
P_8443,Ambiental,Licenciamento,2020-06-09,,,Ativo,2385780.22,Em Andamento,40699.14,89390.85,Fernanda Lima,Global Law,ANVISA,Salvador,Segunda Instância,Muito Alto
P_8444,Regulatório,Compliance,2020-05-23,,,Ativo,8294958.98,Em Andamento,325529.37,213010.98,Fernanda Lima,Lex Consultoria,TJMG,Fortaleza,Segunda Instância,Médio
P_8445,Propriedade Intelectual,Marcas,2021-03-17,,,Ativo,790317.18,Em Andamento,3244.13,4697.68,Ana Silva,Santos & Almeida Consultoria,TRF3,Belo Horizonte,Tribunais Superiores,Alto
P_8446,Regulatório,Setorial,2023-11-10,2025-01-30,2025-03-17,Finalizado,6434791.03,Perdido,85682.69,68681.03,Fernanda Lima,Advogados Associados LTDA,STF,Osasco,Segunda Instância,Baixo
P_8447,Regulatório,Compliance,2021-02-22,2021-07-26,2021-12-29,Finalizado,6437766.09,Perdido,59049.26,339111.37,Daniel Oliveira,Jurídico Soluções,STJ,Curitiba,Segunda Instância,Muito Alto
P_8448,Ambiental,Sanções,2020-02-11,2020-07-05,2020-12-07,Finalizado,631338.6,Acordo,27404.46,9490.42,Daniel Oliveira,Martins & Oliveira Advogados,TRT1,Curitiba,Primeira Instância,Baixo
P_8449,Societário,Governança,2021-03-18,2021-12-28,2022-02-28,Finalizado,6032627.89,Acordo,268045.62,93631.67,Bruno Costa,Advogados Associados LTDA,TRF3,Brasília,Segunda Instância,Médio
P_8450,Ambiental,Licenciamento,2022-02-09,,,Ativo,9521997.14,Em Andamento,128865.99,940617.4,Ana Silva,Lex Consultoria,STF,Belo Horizonte,Tribunais Superiores,Médio
P_8451,Cível,Consumidor,2023-02-06,2023-11-15,2023-12-29,Finalizado,1180574.63,Ganho,58704.49,115534.44,Fernanda Lima,Advogados Associados LTDA,ANVISA,Rio de Janeiro,Primeira Instância,Alto
P_8452,Tributário,Fiscal,2022-08-21,,,Ativo,4573300.84,Em Andamento,56152.64,263662.71,Fernanda Lima,Jurídico Soluções,TJSP,Fortaleza,Primeira Instância,Médio
P_8453,Cível,Consumidor,2020-06-17,2021-10-27,2022-03-13,Finalizado,1338593.68,Ganho,15441.83,94798.79,Carla Souza,Jurídico Soluções,CARF,Osasco,Tribunais Superiores,Médio
P_8454,Ambiental,Licenciamento,2020-02-29,2020-04-01,2020-04-20,Finalizado,6198780.37,Acordo,266281.9,184633.15,Fernanda Lima,Global Law,CARF,Curitiba,Segunda Instância,Alto
P_8455,Propriedade Intelectual,Marcas,2020-06-15,,,Ativo,5367565.71,Em Andamento,18804.45,223078.7,Ana Silva,Lex Consultoria,TRT2,Belo Horizonte,Primeira Instância,Médio
P_8456,Ambiental,Licenciamento,2023-09-30,2024-04-21,2024-10-16,Finalizado,2643959.76,Perdido,66925.14,198344.29,Ana Silva,Santos & Almeida Consultoria,TRF2,Recife,Tribunais Superiores,Muito Alto
P_8457,Trabalhista,Acidentes de Trabalho,2022-05-29,2022-11-02,2023-02-12,Finalizado,8113494.27,Perdido,224501.92,233361.04,Carla Souza,Martins & Oliveira Advogados,TRF3,São Paulo,Primeira Instância,Alto
P_8458,Tributário,Planejamento Tributário,2022-04-20,2023-05-17,2023-07-28,Finalizado,2091092.55,Ganho,103978.91,78406.79,Ana Silva,Santos & Almeida Consultoria,TRF1,Rio de Janeiro,Tribunais Superiores,Alto
P_8459,Trabalhista,RH,2021-03-13,2022-04-30,2022-06-16,Finalizado,1037635.6,Acordo,24110.46,12585.29,Gustavo Pires,Martins & Oliveira Advogados,STJ,Guarulhos,Primeira Instância,Médio
P_8460,Regulatório,Compliance,2021-11-13,,,Ativo,1271661.93,Em Andamento,27072.7,66934.17,Gustavo Pires,Jurídico Soluções,TRF2,Fortaleza,Tribunais Superiores,Médio
P_8461,Regulatório,Setorial,2021-11-03,2022-06-30,2022-11-19,Finalizado,1325078.68,Ganho,10267.66,61239.07,Gustavo Pires,Lex Consultoria,CARF,São Paulo,Tribunais Superiores,Alto
P_8462,Cível,Contratos,2020-05-07,2020-09-19,2020-11-12,Finalizado,2403275.01,Acordo,62746.1,196882.75,Bruno Costa,Jurídico Soluções,TJMG,Belo Horizonte,Administrativo,Alto
P_8463,Tributário,Fiscal,2022-06-05,,,Ativo,8534131.1,Em Andamento,45206.87,507737.92,Daniel Oliveira,Global Law,TRT1,São Paulo,Segunda Instância,Alto
P_8464,Propriedade Intelectual,Marcas,2023-05-23,,,Ativo,3313551.18,Em Andamento,30933.81,211800.72,Ana Silva,Advogados Associados LTDA,TJMG,Guarulhos,Primeira Instância,Muito Alto
P_8465,Ambiental,Licenciamento,2021-07-11,,,Ativo,745688.5,Em Andamento,16669.08,39907.93,Carla Souza,Martins & Oliveira Advogados,TRT1,Guarulhos,Primeira Instância,Baixo
P_8466,Propriedade Intelectual,Direitos Autorais,2022-08-02,,,Ativo,9279170.23,Em Andamento,66156.48,372922.69,Daniel Oliveira,Santos & Almeida Consultoria,TRT1,Curitiba,Tribunais Superiores,Muito Alto
P_8467,Societário,Governança,2020-01-07,,,Ativo,7561360.69,Em Andamento,295098.24,351390.35,Gustavo Pires,Jurídico Soluções,TJMG,Campinas,Segunda Instância,Baixo
P_8468,Ambiental,Licenciamento,2020-07-25,,,Ativo,3704665.48,Em Andamento,77624.86,329904.85,Carla Souza,Advogados Associados LTDA,TJSP,Vitória,Tribunais Superiores,Alto
P_8469,Cível,Imobiliário,2022-08-06,,,Ativo,2489859.19,Em Andamento,56679.04,9293.39,Gustavo Pires,Lex Consultoria,TRT1,Curitiba,Primeira Instância,Alto
P_8470,Propriedade Intelectual,Patentes,2022-08-22,2023-10-13,2024-04-06,Finalizado,1879354.38,Acordo,46370.32,126482.66,Gustavo Pires,Global Law,TRT3,Belo Horizonte,Administrativo,Muito Alto
P_8471,Regulatório,Setorial,2022-09-28,,,Ativo,6279281.81,Em Andamento,224621.34,242372.04,Ana Silva,Martins & Oliveira Advogados,TRF2,Porto Alegre,Tribunais Superiores,Alto
P_8472,Cível,Consumidor,2023-01-04,2023-09-18,2024-01-29,Finalizado,5835903.71,Acordo,272202.78,543785.07,Gustavo Pires,Advogados Associados LTDA,ANVISA,Guarulhos,Segunda Instância,Baixo
P_8473,Regulatório,Setorial,2020-03-03,2021-04-21,2021-07-20,Finalizado,1238264.26,Perdido,40320.16,1780.22,Carla Souza,Global Law,TJMG,Campinas,Primeira Instância,Médio
P_8474,Societário,Governança,2023-06-07,2024-05-29,2024-07-08,Finalizado,257766.93,Ganho,5923.34,17286.46,Carla Souza,Lex Consultoria,TRF3,Fortaleza,Tribunais Superiores,Muito Alto
P_8475,Tributário,Planejamento Tributário,2020-04-30,,,Ativo,7146454.53,Em Andamento,244270.19,683204.84,Carla Souza,Lex Consultoria,CARF,Campinas,Primeira Instância,Alto
P_8476,Cível,Contratos,2020-07-09,2021-06-01,2021-07-31,Finalizado,6077347.0,Perdido,259672.76,44606.64,Fernanda Lima,Global Law,TRT2,Belo Horizonte,Administrativo,Médio
P_8477,Tributário,Planejamento Tributário,2022-09-21,2023-10-07,2023-11-23,Finalizado,3950814.97,Acordo,25570.02,307333.18,Bruno Costa,Advogados Associados LTDA,TJRJ,Salvador,Primeira Instância,Médio
P_8478,Cível,Contratos,2022-08-30,2022-10-09,2023-01-12,Finalizado,4032509.64,Ganho,154029.53,261711.55,Ana Silva,Martins & Oliveira Advogados,TRF3,Rio de Janeiro,Administrativo,Alto
P_8479,Trabalhista,RH,2021-03-12,2021-12-02,2022-05-05,Finalizado,6018126.4,Ganho,113836.63,374230.58,Gustavo Pires,Advogados Associados LTDA,CADE,Recife,Primeira Instância,Alto
P_8480,Societário,Fusões e Aquisições,2021-09-18,2021-12-07,2022-02-21,Finalizado,8025070.69,Perdido,149672.09,297133.83,Bruno Costa,Lex Consultoria,TRT1,Osasco,Primeira Instância,Alto
P_8481,Regulatório,Setorial,2020-12-13,2021-06-29,2021-09-17,Finalizado,7885432.82,Acordo,308833.49,589621.88,Bruno Costa,Advogados Associados LTDA,STF,Osasco,Administrativo,Médio
P_8482,Ambiental,Licenciamento,2021-10-26,2022-04-20,2022-09-24,Finalizado,4876068.57,Ganho,62826.08,50524.42,Bruno Costa,Global Law,ANVISA,Osasco,Tribunais Superiores,Médio
P_8483,Ambiental,Licenciamento,2020-02-06,,,Ativo,2788749.16,Em Andamento,84665.13,129154.79,Bruno Costa,Global Law,TJMG,Brasília,Tribunais Superiores,Alto
P_8484,Tributário,Planejamento Tributário,2021-06-22,,,Ativo,151177.86,Em Andamento,3964.02,2229.26,Gustavo Pires,Advogados Associados LTDA,ANVISA,Salvador,Segunda Instância,Médio
P_8485,Trabalhista,RH,2023-12-07,,,Ativo,8099360.14,Em Andamento,19628.51,191916.23,Gustavo Pires,Jurídico Soluções,ANVISA,Porto Alegre,Primeira Instância,Alto
P_8486,Trabalhista,RH,2022-03-28,2023-03-19,2023-04-11,Finalizado,5801299.54,Perdido,165450.39,460225.95,Bruno Costa,Advogados Associados LTDA,TRT3,Rio de Janeiro,Administrativo,Alto
P_8487,Cível,Consumidor,2020-11-20,2021-10-07,2021-12-31,Finalizado,4263982.52,Perdido,86090.46,85750.52,Bruno Costa,Global Law,TRT2,Fortaleza,Administrativo,Baixo
P_8488,Trabalhista,Previdenciário,2022-01-06,2023-01-01,2023-05-25,Finalizado,5963618.02,Ganho,62701.04,233375.71,Gustavo Pires,Santos & Almeida Consultoria,TRF2,Campinas,Administrativo,Muito Alto
P_8489,Propriedade Intelectual,Patentes,2023-10-09,2024-04-04,2024-07-23,Finalizado,5729335.15,Acordo,219254.03,298340.04,Bruno Costa,Martins & Oliveira Advogados,TRF1,Vitória,Administrativo,Alto
P_8490,Regulatório,Compliance,2020-12-04,,,Ativo,6853408.88,Em Andamento,335081.91,195239.8,Ana Silva,Advogados Associados LTDA,TJRJ,Rio de Janeiro,Primeira Instância,Médio
P_8491,Propriedade Intelectual,Marcas,2022-09-16,,,Ativo,7629203.85,Em Andamento,45409.21,715418.54,Carla Souza,Global Law,TRT3,Rio de Janeiro,Primeira Instância,Baixo
P_8492,Regulatório,Setorial,2020-03-01,2021-06-15,2021-08-08,Finalizado,9563150.43,Perdido,345125.79,717076.93,Ana Silva,Global Law,STF,Belo Horizonte,Administrativo,Baixo
P_8493,Ambiental,Sanções,2020-11-16,2021-11-09,2022-04-04,Finalizado,6945104.51,Perdido,141847.62,619233.05,Carla Souza,Lex Consultoria,STF,Brasília,Segunda Instância,Baixo
P_8494,Trabalhista,Previdenciário,2022-11-03,2023-12-15,2024-01-08,Finalizado,458664.8,Ganho,21274.51,28621.15,Gustavo Pires,Martins & Oliveira Advogados,CARF,Fortaleza,Administrativo,Alto
P_8495,Trabalhista,RH,2022-04-11,2022-08-16,2022-10-26,Finalizado,289391.82,Perdido,6599.37,7723.89,Fernanda Lima,Jurídico Soluções,TRF1,Rio de Janeiro,Primeira Instância,Baixo
P_8496,Regulatório,Setorial,2023-02-07,2023-05-08,2023-10-02,Finalizado,3427087.82,Ganho,8664.94,155721.99,Carla Souza,Lex Consultoria,TRF1,Porto Alegre,Segunda Instância,Baixo
P_8497,Regulatório,Setorial,2021-01-22,,,Ativo,72019.87,Em Andamento,3215.39,3886.15,Daniel Oliveira,Santos & Almeida Consultoria,TRF3,Vitória,Tribunais Superiores,Médio
P_8498,Regulatório,Setorial,2023-12-31,2024-08-26,2024-12-15,Finalizado,6184108.68,Perdido,75143.38,443253.2,Daniel Oliveira,Santos & Almeida Consultoria,TRF3,Porto Alegre,Segunda Instância,Muito Alto
P_8499,Societário,Governança,2020-11-10,2021-10-23,2021-12-26,Finalizado,1601374.43,Acordo,58848.59,140818.01,Daniel Oliveira,Advogados Associados LTDA,TRT3,Salvador,Tribunais Superiores,Alto
P_8500,Trabalhista,Previdenciário,2024-01-03,,,Ativo,122781.03,Em Andamento,1537.93,2742.41,Fernanda Lima,Santos & Almeida Consultoria,TRT3,Vitória,Administrativo,Baixo
P_8501,Regulatório,Compliance,2023-09-06,,,Ativo,2169034.44,Em Andamento,70118.26,136332.64,Daniel Oliveira,Advogados Associados LTDA,STJ,Campinas,Tribunais Superiores,Muito Alto
P_8502,Ambiental,Sanções,2021-01-11,2021-07-06,2021-09-02,Finalizado,6808234.04,Acordo,210318.87,356372.27,Carla Souza,Santos & Almeida Consultoria,CADE,Guarulhos,Segunda Instância,Médio
P_8503,Regulatório,Compliance,2023-12-04,2025-04-13,2025-09-24,Finalizado,3937663.71,Perdido,110609.31,77365.92,Fernanda Lima,Global Law,TRT2,São Paulo,Tribunais Superiores,Médio
P_8504,Regulatório,Setorial,2020-03-15,2021-03-30,2021-04-20,Finalizado,8016060.11,Acordo,360110.42,37150.44,Gustavo Pires,Lex Consultoria,ANVISA,Recife,Segunda Instância,Médio
P_8505,Cível,Consumidor,2020-03-08,,,Ativo,1373735.85,Em Andamento,26401.69,94334.8,Gustavo Pires,Jurídico Soluções,TRF3,Porto Alegre,Tribunais Superiores,Muito Alto
P_8506,Propriedade Intelectual,Patentes,2023-08-01,,,Ativo,1980935.73,Em Andamento,40336.15,29396.85,Gustavo Pires,Lex Consultoria,STF,São Paulo,Primeira Instância,Médio
P_8507,Societário,Governança,2022-10-14,,,Ativo,77146.05,Em Andamento,3226.58,3724.17,Gustavo Pires,Jurídico Soluções,TRT2,Salvador,Primeira Instância,Médio
P_8508,Societário,Fusões e Aquisições,2021-04-24,2022-01-03,2022-06-23,Finalizado,3863005.31,Acordo,178397.75,372079.79,Bruno Costa,Martins & Oliveira Advogados,ANVISA,Curitiba,Tribunais Superiores,Baixo
P_8509,Propriedade Intelectual,Direitos Autorais,2021-06-17,2022-05-29,2022-11-24,Finalizado,102290.26,Ganho,3776.03,1600.93,Gustavo Pires,Lex Consultoria,TRT2,São Paulo,Administrativo,Muito Alto
P_8510,Regulatório,Compliance,2020-06-09,,,Ativo,1493987.35,Em Andamento,54906.36,78468.18,Ana Silva,Global Law,TJSP,São Paulo,Administrativo,Baixo
P_8511,Regulatório,Setorial,2021-05-30,,,Ativo,2744882.03,Em Andamento,22816.4,232864.32,Ana Silva,Advogados Associados LTDA,CADE,Osasco,Administrativo,Muito Alto
P_8512,Ambiental,Sanções,2020-02-16,2020-08-21,2020-10-07,Finalizado,7341648.72,Ganho,97646.77,267721.92,Daniel Oliveira,Advogados Associados LTDA,TRF1,Rio de Janeiro,Segunda Instância,Alto
P_8513,Cível,Imobiliário,2021-11-19,,,Ativo,5432463.06,Em Andamento,247361.54,364779.99,Bruno Costa,Santos & Almeida Consultoria,TJRJ,Vitória,Administrativo,Alto
P_8514,Cível,Contratos,2021-10-20,2022-12-23,2023-06-01,Finalizado,5713867.49,Perdido,208914.1,373646.41,Ana Silva,Jurídico Soluções,TJMG,Osasco,Administrativo,Baixo
P_8515,Cível,Contratos,2022-09-04,,,Ativo,8434999.44,Em Andamento,32515.84,141225.98,Carla Souza,Advogados Associados LTDA,TRF2,Porto Alegre,Primeira Instância,Baixo
P_8516,Tributário,Fiscal,2022-05-06,2023-07-03,2023-10-29,Finalizado,6278182.47,Ganho,158866.77,9475.5,Ana Silva,Martins & Oliveira Advogados,STF,Porto Alegre,Segunda Instância,Baixo
P_8517,Ambiental,Sanções,2022-08-09,2023-07-13,2023-12-03,Finalizado,2113225.74,Acordo,53218.01,129507.3,Gustavo Pires,Santos & Almeida Consultoria,TJRJ,Campinas,Tribunais Superiores,Baixo
